,carat,potongan,warna,kejernihan,kedalaman,lebar,x,y,z,harga
31591,0.2,b'Premium',b'E',b'VS2',59.8,62.0,3.79,3.77,2.26,5505000
23264,1.41,b'Premium',b'E',b'VS2',61.3,58.0,7.29,7.25,4.46,169035000
4673,0.95,b'Premium',b'G',b'SI2',60.5,62.0,6.44,6.36,3.88,55065000
46485,0.9,b'Premium',b'G',b'I1',61.3,59.0,6.2,6.15,3.78,26655000
43244,0.42,b'Ideal',b'E',b'VVS1',62.0,56.0,4.78,4.84,2.98,21000000
37217,0.38,b'Good',b'E',b'VVS1',62.4,64.0,,4.59,2.87,14625000
43298,0.46,b'Ideal',b'H',b'VS1',61.2,55.0,4.96,5.04,3.06,21015000
8380,0.31,b'Ideal',b'F',b'VS2',62.2,56.0,4.36,4.39,2.72,8745000
13572,1.24,b'Premium',b'I',b'SI1',60.4,58.0,7.02,6.95,4.22,83325000
29441,0.38,b'Very Good',b'E',b'SI1',62.8,58.0,4.6,4.63,2.9,10515000
31460,0.4,b'Good',b'I',b'SI1',63.9,57.0,4.7,4.66,2.99,11475000
42760,0.5,b'Very Good',b'F',b'VS2',63.4,57.0,5.01,4.96,3.16,20175000
1908,1.0,b'Premium',b'H',b'SI2',62.8,60.0,6.46,6.34,,46200000
30662,0.4,b'Premium',b'F',b'SI1',62.5,59.0,4.67,4.71,2.93,11055000
38923,0.51,b'Premium',b'F',b'SI2',58.1,59.0,5.26,5.24,3.05,15780000
12708,0.26,b'Premium',b'E',b'VVS1',61.8,58.0,4.11,4.14,2.55,8985000
3066,0.81,b'Premium',b'G',b'VS1',62.1,58.0,5.96,5.92,3.69,49665000
30394,0.33,b'Ideal',b'H',b'VVS1',61.5,56.0,4.46,4.49,2.75,10950000
39555,0.32,b'Premium',b'G',b'VVS1',62.6,58.0,4.41,4.38,2.75,16200000
35197,0.31,b'Ideal',b'G',b'IF',62.1,54.0,4.37,4.39,2.72,13365000
11626,1.13,b'Premium',b'H',b'SI1',60.9,59.0,6.79,6.7,4.11,75750000
17708,0.31,b'Very Good',b'I',b'VVS1',57.7,62.0,4.51,,2.61,9195000
42788,0.54,b'Ideal',b'G',b'SI1',62.4,56.0,5.2,5.22,3.25,20250000
22805,1.53,b'Premium',b'H',b'VS2',59.9,60.0,7.5,7.46,4.48,162405000
9799,1.05,b'Ideal',,b'SI2',62.2,54.0,6.52,6.56,4.07,70005000
20148,1.2,b'Premium',b'G',b'VS1',62.8,58.0,6.84,6.75,4.27,129030000
2023,0.9,b'Very Good',b'H',b'SI2',61.1,63.0,,6.12,3.76,46575000
25156,1.4,b'Premium',b'D',b'VS1',62.8,58.0,7.17,7.07,4.47,205950000
26483,1.0,b'Very Good',b'D',b'IF',63.3,59.0,6.37,6.33,4.02,241095000
24114,2.31,b'Premium',b'H',b'SI2',62.1,58.0,8.55,8.47,5.29,184035000
6044,0.32,b'Premium',b'E',b'SI2',59.7,60.0,4.45,4.43,2.65,8640000
13800,1.03,b'Premium',b'H',b'VS1',62.5,59.0,6.47,6.43,4.03,84360000
51309,0.31,b'Good',b'E',b'SI1',63.4,55.0,4.32,4.35,2.75,8160000
17123,1.39,b'Ideal',b'J',b'VS2',60.9,57.0,7.2,7.25,4.4,102465000
4515,1.0,b'Premium',b'D',b'SI2',62.0,60.0,6.38,6.3,3.93,54510000
49886,0.53,b'Ideal',b'F',b'VVS2',62.0,57.0,5.17,5.2,3.21,32655000
30808,0.3,b'Ideal',b'E',b'VVS2',62.0,55.0,4.3,4.34,2.68,11145000
53916,0.74,b'Good',b'D',b'SI1',63.1,59.0,5.71,5.74,3.61,41295000
45811,0.69,b'Ideal',b'G',b'SI2',62.7,54.0,5.71,5.64,3.56,25665000
29691,0.31,b'Premium',b'G',b'VVS2',61.8,58.0,4.32,4.36,2.68,10605000
22481,1.24,b'Premium',b'G',b'IF',60.5,60.0,6.95,6.91,4.19,157620000
3198,0.72,b'Ideal',b'G',b'VS2',61.7,55.0,5.72,5.79,3.55,50160000
16068,1.2,b'Premium',b'H',b'VS2',62.8,58.0,6.75,6.7,4.22,96240000
9785,1.01,b'Very Good',b'I',b'VS2',62.3,60.0,6.33,6.41,,69990000
40040,0.4,b'Ideal',b'D',b'VVS2',62.8,56.0,4.68,4.72,,16665000
43095,0.62,b'Premium',b'G',b'SI1',59.6,58.0,5.63,5.56,3.34,20730000
34666,0.31,b'Premium',b'E',b'VS2',61.7,58.0,4.34,4.31,2.67,13080000
1170,0.7,b'Very Good',b'F',b'VS2',61.3,54.0,5.72,5.76,3.52,43920000
48292,0.54,b'Ideal',b'G',b'VS1',60.6,56.0,5.28,5.31,3.21,29355000
40370,0.48,b'Good',b'G',b'VS2',60.3,60.7,5.06,5.11,3.06,16950000
16175,0.9,b'Very Good',b'E',b'VVS2',62.0,55.0,6.08,6.17,3.8,96990000
29025,0.33,b'Ideal',b'H',b'VVS1',61.4,53.0,4.5,4.55,2.78,10305000
23017,0.3,b'Very Good',b'G',b'VS2',63.1,58.0,4.27,4.23,2.68,9450000
51996,0.7,b'Good',b'I',b'VS1',61.1,61.0,5.65,5.7,3.47,36645000
8937,1.01,b'Premium',b'F',b'SI2',62.8,60.0,6.4,6.33,4.0,67455000
43597,0.31,b'Ideal',b'I',b'VS1',61.2,55.0,4.37,4.39,2.68,7605000
8617,1.24,b'Premium',b'H',b'SI2',62.3,58.0,6.84,6.8,4.25,66660000
12756,1.0,b'Very Good',b'E',b'SI1',59.4,63.0,6.47,6.42,3.83,79830000
37235,0.4,b'Ideal',b'E',b'VS2',62.6,57.0,4.73,4.7,2.95,14625000
37368,0.4,b'Very Good',b'F',b'VS1',60.4,61.0,4.74,4.77,2.87,14730000
42616,0.32,b'Ideal',b'H',b'VS2',62.0,55.0,4.39,4.42,2.73,7575000
25096,1.51,b'Very Good',b'E',b'VS2',62.4,58.0,7.26,7.33,4.55,204345000
49076,0.54,b'Ideal',b'G',b'VVS2',61.5,57.0,5.21,5.26,3.22,30900000
30174,0.38,b'Ideal',b'G',b'VS2',59.5,58.0,4.75,4.77,2.83,10815000
53487,0.5,b'Ideal',b'E',b'VVS1',61.9,58.0,5.07,5.11,3.15,40230000
12650,1.22,b'Ideal',b'G',b'SI2',62.3,57.0,6.85,6.8,4.25,79440000
36387,0.43,b'Ideal',b'G',b'VS1',61.2,57.0,4.88,4.83,2.97,14115000
41546,0.5,b'Good',b'D',b'SI1',57.2,60.0,5.25,5.2,2.99,18525000
18691,0.33,b'Ideal',b'F',b'VS2',60.9,56.0,4.47,4.49,2.73,9285000
49111,0.57,b'Ideal',b'F',b'VS1',61.4,55.0,5.38,5.39,3.3,30975000
23522,1.54,b'Very Good',b'H',b'VS2',62.1,62.0,7.31,7.38,4.56,172905000
45332,0.51,b'Ideal',b'E',b'VS2',62.9,57.0,5.11,5.07,3.2,24930000
16716,0.3,b'Ideal',b'F',b'SI1',61.2,55.0,4.35,4.37,2.67,9135000
42723,0.68,b'Good',b'J',b'VS1',61.6,65.0,5.63,5.57,3.45,20115000
11907,1.0,b'Very Good',b'F',b'SI1',63.5,56.0,6.28,6.35,4.01,76830000
47802,0.99,b'Fair',b'J',b'I1',62.9,58.0,,6.1,,28515000
31161,0.41,b'Good',b'F',b'SI1',63.9,56.0,,4.74,3.01,11325000
5041,0.33,b'Ideal',b'I',b'VS1',61.7,55.0,4.44,4.47,2.75,8595000
35455,0.32,b'Premium',b'E',b'VS2',61.3,59.0,4.39,4.35,2.68,13500000
10257,1.01,b'Fair',b'D',b'SI1',63.5,58.0,6.35,6.25,4.0,71265000
8994,1.05,b'Premium',b'G',b'SI1',59.1,57.0,6.73,6.63,3.95,67650000
48814,0.56,b'Ideal',b'D',b'VS1',61.7,56.0,5.33,5.3,3.28,30390000
19554,1.16,b'Ideal',b'D',b'VS2',62.1,57.0,6.73,6.7,,122775000
17198,1.0,b'Ideal',b'E',b'VS2',62.9,55.0,6.4,6.36,4.01,103065000
37806,0.34,b'Ideal',b'E',b'VVS1',61.8,57.0,4.47,4.5,2.77,15015000
32581,0.32,b'Good',b'E',b'VS2',58.8,63.0,4.48,4.54,2.65,12015000
3273,1.0,b'Premium',b'H',b'SI2',59.8,61.0,6.24,6.17,3.71,50400000
3520,0.72,b'Very Good',b'G',b'IF',63.3,54.0,5.64,5.73,3.6,51075000
45519,0.53,b'Ideal',b'D',b'SI1',62.3,56.0,5.18,5.15,3.22,25245000
20758,1.03,b'Very Good',b'F',b'VVS2',61.5,55.0,6.48,6.57,4.01,134970000
50950,0.87,b'Premium',b'J',b'SI1',61.4,57.0,6.17,6.14,3.78,34815000
4574,0.76,b'Ideal',b'E',b'VS1',60.5,56.0,5.94,5.99,3.61,54735000
40670,0.44,b'Premium',b'F',b'VS1',61.9,59.0,4.88,4.84,3.01,17325000
21888,1.52,b'Premium',b'D',b'SI2',59.1,58.0,7.48,7.45,4.41,149385000
28044,0.33,b'Very Good',b'D',b'VS2',62.9,54.0,4.4,4.44,2.78,9900000
37880,0.4,b'Very Good',b'G',b'VS1',63.4,56.0,4.72,4.68,2.98,15075000
22107,1.5,b'Good',b'F',b'VS2',64.0,56.0,7.18,7.13,4.64,152010000
52375,0.71,b'Very Good',b'F',b'SI1',59.0,61.0,5.84,5.88,3.46,37575000
51027,0.74,b'Premium',b'G',b'SI2',62.8,54.0,5.76,5.73,3.61,34920000
15661,1.29,b'Premium',b'I',b'VS2',62.2,57.0,7.01,6.97,4.35,94185000
17400,1.2,b'Good',b'E',b'SI1',64.0,61.0,6.61,6.67,4.25,104535000
7439,1.09,b'Good',b'F',b'SI1',61.0,64.0,6.63,,4.03,63450000
31767,0.32,b'Ideal',b'G',b'VS1',60.7,56.0,4.46,4.43,2.7,11595000
11106,1.05,b'Ideal',b'D',b'SI2',60.2,57.0,6.58,6.65,3.98,73980000
20338,1.52,b'Premium',b'D',b'SI2',60.2,60.0,7.4,7.46,4.47,131055000
19093,1.01,b'Premium',b'F',b'VS1',58.8,60.0,6.59,6.51,3.85,117930000
32296,0.25,b'Ideal',b'G',b'VS1',62.5,55.0,4.0,4.02,2.51,6810000
2985,0.7,b'Ideal',b'G',b'VS1',60.8,56.0,5.73,5.8,3.51,49500000
2813,1.0,b'Good',b'F',b'SI2',63.6,62.0,6.25,6.2,3.96,48975000
45403,0.51,b'Very Good',b'D',b'VS2',62.5,58.0,5.12,5.18,3.22,25020000
18852,1.2,b'Premium',b'G',b'VS2',62.1,61.0,6.74,6.68,4.17,115920000
21865,1.01,b'Very Good',b'E',b'VVS2',61.7,60.0,6.32,6.35,3.91,148950000
35018,0.4,b'Premium',b'E',b'SI1',62.9,59.0,4.72,4.69,2.96,13230000
16731,0.4,b'Very Good',b'E',b'SI2',58.7,57.0,4.88,4.94,2.88,9165000
21604,1.07,b'Ideal',b'G',b'VVS1',61.4,55.0,6.59,6.66,4.06,145545000
44951,0.5,b'Good',b'D',b'VS2',63.7,56.0,5.05,5.09,3.23,24525000
44831,0.51,b'Premium',b'E',b'SI1',61.7,59.0,5.12,5.09,3.15,24360000
50790,0.51,b'Very Good',,b'IF',59.4,60.0,5.18,5.23,3.09,34560000
18009,1.22,b'Premium',b'H',b'VS1',58.9,59.0,7.02,6.96,4.12,109245000
22543,1.2,b'Premium',b'F',b'VVS2',62.8,60.0,6.79,,4.25,158700000
25260,1.5,b'Very Good',b'E',b'VS2',62.9,56.0,7.31,7.22,4.57,208380000
53927,0.79,b'Good',b'F',b'SI1',58.1,59.0,6.06,6.13,3.54,41340000
40363,0.3,b'Premium',b'D',b'IF',62.1,59.0,4.27,4.29,2.66,16950000
41032,0.41,b'Ideal',b'E',b'VVS2',60.0,57.0,4.81,4.85,2.9,17805000
40201,0.41,b'Very Good',b'F',b'VVS1',61.4,58.0,4.76,4.78,2.93,16830000
25101,1.53,b'Ideal',b'H',b'VVS2',62.2,57.0,7.32,7.37,4.57,204435000
50002,0.74,b'Premium',b'I',b'VS1',62.9,57.0,5.79,5.76,3.63,32895000
46570,0.59,b'Very Good',b'F',b'VS2',61.6,56.0,5.39,5.41,3.33,26760000
36156,0.33,b'Premium',b'E',b'VS2',62.0,59.0,,4.39,2.73,13920000
46889,0.47,b'Ideal',b'G',b'IF',62.1,54.0,4.99,5.02,3.11,27210000
31167,0.41,b'Very Good',b'E',b'SI1',60.5,61.0,4.78,4.8,2.9,11325000
12460,1.01,b'Premium',b'F',b'SI1',59.8,60.0,6.53,6.57,3.92,78735000
51819,0.51,b'Premium',b'E',b'VVS2',59.3,59.0,5.25,5.17,3.09,36285000
41985,0.51,b'Premium',b'D',b'SI2',62.0,58.0,5.08,5.12,3.16,18960000
53873,0.8,b'Very Good',b'F',b'SI1',61.6,59.0,5.9,5.96,3.65,41175000
10445,1.01,b'Ideal',b'E',b'SI2',62.2,56.0,6.42,6.45,,71820000
23010,0.35,b'Premium',b'E',b'SI2',61.5,59.0,4.56,4.52,2.79,9450000
11657,1.07,b'Premium',b'H',b'SI1',62.1,58.0,6.56,6.49,4.05,75825000
45089,0.6,b'Ideal',b'F',b'SI1',61.5,58.0,5.38,5.41,3.32,24690000
44783,0.51,b'Ideal',b'D',b'VS2',61.8,54.0,5.12,5.17,3.18,24345000
49690,0.51,b'Ideal',b'D',b'VVS2',62.0,55.0,5.13,5.16,3.19,32175000
50299,0.32,b'Very Good',b'J',b'VVS1',60.2,60.0,4.42,4.49,,8160000
16503,1.02,b'Very Good',b'D',b'VS2',62.3,57.0,6.41,6.47,4.01,98955000
45192,0.51,b'Ideal',b'E',b'VS2',60.4,57.0,5.15,5.18,3.12,24840000
34399,0.34,b'Ideal',b'H',b'IF',61.6,54.0,4.49,4.53,2.78,12945000
42087,0.42,b'Ideal',b'E',b'VVS2',62.3,55.0,4.81,4.76,2.98,19095000
35520,0.43,b'Very Good',b'F',b'VS2',61.1,57.0,4.86,4.9,2.98,13575000
15042,0.3,b'Very Good',b'F',b'VS2',62.9,57.0,4.29,4.33,2.71,9075000
30043,0.38,b'Good',b'F',b'VS2',60.3,61.0,4.68,4.71,2.83,10785000
47163,0.59,b'Ideal',b'F',b'VS2',60.6,56.0,5.43,5.48,3.31,27510000
11735,1.2,b'Ideal',b'J',b'SI1',61.9,57.0,6.8,6.87,4.23,76065000
31348,0.42,b'Ideal',b'H',b'VS2',62.1,54.0,4.82,4.84,3.0,11400000
24829,2.01,b'Premium',b'J',b'VS2',61.5,60.0,8.13,8.07,4.98,198420000
14604,1.15,b'Ideal',b'D',b'SI2',61.7,57.0,6.72,6.76,4.16,88365000
9434,1.19,b'Premium',b'I',b'VS2',59.3,59.0,6.98,6.88,4.11,68865000
32482,0.3,b'Ideal',b'G',b'VS1',61.8,56.0,4.32,4.35,2.68,11925000
40536,0.51,b'Ideal',b'G',b'SI2',62.1,56.0,5.1,5.13,3.18,17220000
48832,0.53,b'Ideal',b'F',b'VVS2',62.7,56.0,5.16,6.2,3.25,30450000
49252,0.71,b'Ideal',b'H',b'SI2',62.1,56.0,5.76,5.71,3.56,31290000
16071,1.02,b'Ideal',b'G',b'VS2',62.5,55.0,6.43,6.49,4.04,96270000
53724,0.71,b'Ideal',b'I',b'SI1',61.5,55.0,5.76,5.79,3.55,40815000
18774,1.02,b'Premium',b'F',b'VS1',62.8,58.0,6.44,6.4,4.03,115155000
2742,0.61,b'Ideal',b'F',b'VVS2',61.1,57.0,5.47,5.49,3.34,48720000
25043,0.3,b'Premium',b'F',b'SI1',61.7,59.0,4.33,4.29,2.66,9615000
34589,0.31,b'Ideal',b'F',b'VS1',62.1,56.0,4.35,4.32,2.69,13080000
35090,0.3,b'Ideal',b'F',b'IF',62.1,57.0,4.29,4.31,,13290000
52013,0.6,b'Premium',b'G',b'VVS1',60.0,58.0,5.53,5.43,3.29,36660000
12886,1.13,b'Very Good',b'J',b'VS1',62.1,59.0,6.64,6.71,4.14,80550000
17532,1.0,b'Premium',b'F',b'VS1',59.2,60.0,6.53,6.48,3.85,105840000
43353,0.5,b'Good',b'E',b'VS2',63.7,59.0,4.99,5.03,,21105000
4776,1.11,b'Premium',b'I',b'SI2',61.3,59.0,6.69,6.63,4.09,55380000
20954,1.61,b'Good',b'H',b'SI2',63.8,62.0,7.38,7.35,4.7,137535000
17963,1.0,b'Very Good',b'G',b'VVS2',60.5,62.0,6.39,6.44,3.88,108900000
51698,0.78,b'Ideal',b'I',b'VS2',60.9,57.0,5.92,5.97,3.62,36000000
16687,0.31,b'Ideal',b'E',b'SI2',59.5,61.0,4.42,4.45,2.64,6315000
12940,1.0,b'Very Good',b'G',b'VS2',60.0,55.0,6.41,6.52,3.88,80775000
17444,1.04,b'Premium',b'G',b'VS1',62.0,56.0,6.53,6.46,4.03,104940000
10697,0.9,b'Very Good',b'D',b'SI1',60.4,59.0,6.21,6.24,3.76,72690000
52093,0.75,b'Ideal',b'F',b'SI2',62.4,56.0,5.84,5.79,3.63,36870000
1863,0.78,b'Ideal',b'E',b'SI1',62.7,55.0,5.87,5.9,3.69,46005000
9079,1.02,b'Good',b'H',b'SI2',61.4,60.0,6.44,6.49,3.97,67815000
21977,1.08,b'Ideal',b'F',b'VVS2',61.6,57.0,6.57,6.6,4.06,150690000
49821,0.61,b'Ideal',b'G',b'VS1',61.9,56.0,5.43,5.45,3.37,32505000
37581,0.32,b'Premium',b'F',b'VVS1',61.9,59.0,4.39,4.34,2.7,14850000
18470,1.31,b'Ideal',b'H',b'SI1',60.8,56.0,7.12,7.08,4.32,112785000
35859,0.4,b'Ideal',b'F',b'VS1',62.4,53.0,4.72,4.76,2.96,13755000
12743,1.19,b'Ideal',b'H',b'SI1',62.3,55.0,6.84,6.8,4.25,79770000
42526,0.4,b'Ideal',b'F',b'VVS1',61.3,55.0,4.78,4.75,2.92,19845000
2967,0.91,b'Very Good',b'D',b'SI2',62.7,59.0,6.16,6.22,3.88,49470000
18084,1.5,b'Premium',b'J',b'VS2',61.7,56.0,7.33,7.23,4.49,109620000
6701,0.25,b'Very Good',b'E',b'VS2',59.7,61.0,4.08,4.1,2.44,6135000
23127,1.51,b'Premium',b'G',b'SI1',62.6,58.0,7.27,7.3,4.56,167295000
27637,1.72,b'Very Good',b'E',b'VS2',63.4,56.0,7.65,7.55,4.82,278355000
5379,0.34,b'Premium',b'I',b'SI1',60.2,59.0,4.55,4.52,2.73,8610000
48346,0.57,b'Ideal',b'F',b'VS1',62.3,57.0,5.29,5.32,3.3,29415000
15227,1.01,b'Good',b'D',b'VS2',67.0,57.0,6.11,,4.13,91695000
39669,0.42,b'Ideal',b'G',b'VS2',61.2,56.0,4.84,4.8,2.95,16305000
34041,0.3,b'Ideal',b'G',b'IF',61.7,53.0,4.33,4.36,2.68,12750000
37367,0.4,b'Premium',b'F',b'VS1',62.6,58.0,4.68,4.72,2.94,14730000
34071,0.35,b'Ideal',b'E',b'VS1',61.9,56.0,4.53,4.55,2.81,12765000
31480,0.34,b'Very Good',b'H',b'VS1',63.1,57.0,4.44,4.4,2.79,11475000
50603,0.72,b'Very Good',b'D',b'SI1',62.9,58.0,,5.72,3.59,34275000
21322,1.35,b'Premium',b'G',b'VS2',62.8,59.0,7.04,7.01,4.41,142065000
1263,0.9,b'Premium',b'I',b'SI1',60.9,56.0,6.26,6.21,3.8,44205000
38827,0.42,b'Ideal',b'H',b'VS1',61.2,57.0,4.87,4.8,2.96,15720000
40211,0.5,b'Fair',b'H',b'VS2',62.4,69.0,5.07,4.99,3.14,16830000
4297,0.95,b'Very Good',b'E',b'SI2',58.7,63.0,6.37,6.43,3.76,53850000
50063,0.8,b'Premium',b'J',b'VS1',61.6,60.0,5.94,5.88,,33030000
36391,0.31,b'Premium',b'D',b'VVS1',62.1,59.0,4.38,4.32,2.7,14130000
23176,1.5,b'Premium',b'G',b'VS2',58.4,58.0,7.54,7.5,4.39,167835000
30881,0.33,b'Ideal',b'E',b'SI1',62.0,54.0,4.43,4.41,2.74,11145000
50812,0.81,b'Ideal',b'J',b'SI1',62.0,56.0,6.0,6.03,3.73,34605000
14901,1.26,b'Very Good',b'F',b'SI2',63.4,55.0,6.92,6.9,4.38,89970000
11176,1.0,b'Very Good',b'H',b'SI1',61.9,58.0,6.3,6.37,3.92,74295000
16057,1.27,b'Premium',b'I',b'VS1',62.2,59.0,6.87,6.92,4.29,96225000
42018,0.53,b'Premium',b'F',b'SI1',62.2,58.0,5.19,5.16,3.22,18990000
25378,0.31,b'Ideal',b'E',b'VS2',62.2,55.0,4.32,4.36,2.7,9630000
33469,0.32,b'Premium',b'F',b'VS2',59.7,59.0,4.44,4.41,2.64,12420000
48417,0.7,b'Very Good',b'I',b'VS1',62.4,58.0,5.62,5.67,,29565000
8391,0.32,b'Very Good',b'E',b'SI1',62.3,55.0,4.36,4.38,2.72,8760000
32505,0.37,b'Ideal',b'G',b'VS1',60.9,57.0,4.65,4.68,,11970000
31410,0.3,b'Ideal',b'G',b'VVS1',61.4,58.0,4.31,,2.66,11460000
22897,1.51,b'Ideal',b'E',b'SI2',60.5,57.0,7.38,7.42,4.48,164025000
34389,0.41,b'Ideal',b'F',b'VS2',61.8,56.0,4.78,4.8,2.96,12945000
51324,0.31,b'Very Good',b'G',b'VS2',62.6,57.0,4.3,4.32,2.7,8160000
31926,0.3,b'Good',b'G',b'VS1',63.6,57.0,4.26,4.23,2.7,11640000
41503,0.51,b'Fair',b'H',b'VS1',55.5,64.0,5.44,5.4,3.01,18510000
20670,1.56,b'Premium',b'H',b'SI2',58.8,59.0,7.64,7.6,4.48,134310000
4269,0.78,b'Ideal',b'E',b'VS2',61.4,56.0,5.91,5.95,3.64,53730000
38232,0.4,b'Ideal',b'H',b'VS1',62.7,59.0,4.74,4.7,2.96,15255000
48465,0.7,b'Very Good',b'I',b'SI2',61.8,58.0,5.65,5.71,3.51,29655000
18702,0.36,b'Good',b'D',b'SI1',63.2,56.0,4.52,4.56,2.87,9285000
38536,0.34,b'Ideal',b'D',b'VS2',60.6,57.0,4.53,4.51,2.74,15495000
17793,1.14,b'Ideal',b'G',b'VS2',61.5,57.0,6.72,6.68,4.12,107565000
38677,0.3,b'Ideal',b'D',b'VVS2',61.6,56.0,4.32,4.35,2.67,15615000
882,0.9,b'Good',b'J',b'SI1',64.0,61.0,6.0,5.96,3.83,43095000
28893,0.3,b'Premium',b'G',b'VVS2',62.0,60.0,4.25,4.33,2.66,10260000
2358,0.71,b'Very Good',b'F',b'VS1',62.9,55.0,5.68,5.71,3.58,47625000
24342,1.36,b'Ideal',b'F',b'VVS2',61.6,56.0,7.17,7.08,4.39,189120000
50772,0.71,b'Fair',b'G',b'SI2',64.4,58.0,5.59,5.56,3.59,34500000
28632,0.32,b'Ideal',b'H',b'SI1',61.5,55.0,4.41,4.43,2.72,6510000
53525,0.74,b'Very Good',b'G',b'SI1',61.6,58.0,5.78,5.81,3.57,40350000
15960,1.1,b'Ideal',b'G',b'VS2',62.3,56.0,6.63,6.59,4.12,95805000
12092,1.18,b'Ideal',b'I',b'SI2',61.9,54.0,6.77,6.84,4.21,77445000
8099,0.91,b'Good',b'E',b'VS2',63.1,58.0,6.13,,3.89,65175000
26865,1.62,b'Ideal',b'F',b'VS1',61.3,56.0,7.54,7.63,4.65,251850000
12464,1.27,b'Ideal',b'I',b'SI2',62.1,56.0,6.96,,4.31,78735000
39683,0.52,b'Very Good',b'I',b'SI1',62.4,55.0,5.1,5.12,3.19,16320000
44291,0.52,b'Premium',b'G',b'VS2',62.4,56.0,5.19,5.16,3.23,23655000
7101,1.02,b'Good',b'H',b'SI1',57.1,61.0,,6.57,3.78,62505000
1221,0.81,b'Ideal',b'I',b'VS2',61.8,56.0,6.02,5.99,3.71,44085000
41105,0.51,b'Very Good',b'E',b'SI2',61.6,57.0,5.17,5.19,3.19,17925000
28923,0.3,b'Ideal',b'H',b'VVS1',61.9,55.0,4.32,4.34,2.68,10260000
36868,0.42,b'Premium',b'E',b'VS2',61.0,60.0,4.82,4.85,2.95,14370000
3047,0.27,b'Very Good',b'G',b'VVS1',61.0,56.0,4.21,4.25,2.57,8490000
35960,0.3,b'Very Good',b'D',b'SI1',62.6,59.0,4.24,4.26,2.66,7140000
18418,1.54,b'Premium',b'F',b'SI2',62.0,56.0,7.51,7.4,4.62,112290000
37386,0.4,b'Ideal',b'D',b'VS2',62.3,57.0,4.72,4.75,2.95,14730000
15096,1.25,b'Ideal',b'I',b'SI1',59.6,59.0,7.01,7.09,4.2,90990000
9599,1.17,b'Premium',b'H',b'SI1',62.6,59.0,6.78,6.71,4.22,69465000
15047,0.3,b'Very Good',b'H',b'VVS2',60.8,58.0,4.34,4.37,2.65,9075000
45950,0.56,b'Very Good',b'D',b'SI1',59.9,60.0,5.33,5.39,3.21,25845000
33661,0.36,b'Ideal',b'E',b'VS1',61.4,54.0,4.59,4.63,,12525000
11800,1.18,b'Premium',b'I',b'SI1',62.8,56.0,6.74,6.71,4.22,76320000
41078,0.41,b'Ideal',b'F',b'VVS2',61.9,55.0,4.79,4.78,2.96,17880000
11678,1.26,b'Premium',b'E',b'SI2',60.3,60.0,7.0,6.94,4.2,75870000
5298,1.0,b'Good',b'F',b'SI2',63.4,60.0,6.28,,4.0,57015000
39890,0.42,b'Ideal',b'F',b'VS1',61.3,57.0,4.85,4.8,2.96,16545000
36393,0.43,b'Ideal',b'G',b'VS2',61.7,55.0,4.85,4.88,3.0,14130000
9101,0.93,b'Very Good',b'D',b'SI1',60.8,59.0,6.24,6.27,3.8,67905000
2800,1.04,b'Good',b'H',b'I1',63.9,58.0,6.42,6.35,4.08,48915000
36730,0.32,b'Premium',b'E',b'VVS1',60.5,58.0,4.42,4.47,2.69,14310000
15036,0.3,b'Very Good',b'F',b'VS2',62.9,57.0,4.26,4.29,2.69,9075000
50907,0.7,b'Good',b'D',b'SI1',64.2,60.0,5.62,5.59,3.6,34770000
19725,1.09,b'Ideal',b'G',b'VS1',60.4,58.0,,6.7,4.04,124440000
43173,0.54,b'Premium',b'I',b'VS1',61.5,58.0,5.28,5.26,3.24,20835000
31013,0.35,b'Good',b'F',b'SI1',63.6,54.0,4.52,4.51,2.87,11220000
39082,0.31,b'Premium',b'E',b'IF',61.0,59.0,4.36,,2.67,15900000
11801,1.1,b'Premium',b'D',b'SI2',61.5,60.0,6.64,6.58,4.06,76320000
45829,0.5,b'Fair',b'G',b'VVS2',64.9,58.0,5.0,4.95,3.23,25680000
21546,1.51,b'Premium',b'E',b'SI1',62.9,62.0,7.31,7.21,4.57,144705000
27372,0.34,b'Ideal',b'H',b'SI1',61.5,55.0,4.53,4.55,2.79,9705000
31,0.23,b'Very Good',b'F',b'VS1',59.8,57.0,4.04,4.06,2.42,6030000
9710,0.34,b'Very Good',b'H',b'VS1',62.3,57.0,4.45,4.48,2.78,8850000
23413,2.0,b'Very Good',b'J',b'SI1',61.9,59.0,7.96,8.0,4.94,171060000
16109,1.18,b'Ideal',b'H',b'SI1',61.5,57.0,6.78,6.82,4.18,96600000
21818,1.31,b'Premium',b'G',b'VS1',61.5,59.0,7.0,7.06,4.32,148365000
47879,0.58,b'Ideal',b'G',b'VS1',61.5,55.0,5.36,5.41,3.31,28665000
50369,0.72,b'Ideal',b'J',b'VVS1',62.5,56.0,5.71,5.74,3.58,33735000
52066,0.79,b'Ideal',b'G',b'SI2',60.8,57.0,,5.96,3.63,36795000
51962,0.3,b'Ideal',b'H',b'VS1',61.4,57.0,4.31,4.32,2.65,8175000
37112,0.38,b'Very Good',b'G',b'VVS1',59.9,56.0,4.73,4.75,2.84,14550000
40697,0.4,b'Ideal',b'E',b'VVS2',62.2,56.0,4.71,4.78,2.95,17370000
7985,1.03,b'Very Good',b'H',b'SI1',58.6,61.0,6.6,6.64,3.88,64890000
11309,1.13,b'Ideal',b'F',b'SI2',61.8,56.0,6.69,6.73,4.15,74760000
